IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,STARD9,STARD9,TRPC4,TRPC4,TRPC4,TRPC4,KTN1-AS1,KTN1-AS1,TRPC4,TRPC4,TRPC4,TRPC4,,,TRPC4,TRPC4,TMEM219,TMEM219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDAN1,CDAN1,LINC02334,LINC02334,LINC02334,LINC02334,KTN1,KTN1,LINC02334,LINC02334,LINC02334,LINC02334,,,LINC02334,LINC02334,TAOK2,TAOK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TTBK2,TTBK2,LINC00571,LINC00571,LINC00571,LINC00571,PELI2,PELI2,LINC00571,LINC00571,LINC00571,LINC00571,,,LINC00571,LINC00571,HIRIP3,HIRIP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBR1,UBR1,UFM1,UFM1,UFM1,UFM1,LINC02284,LINC02284,UFM1,UFM1,UFM1,UFM1,,,UFM1,UFM1,INO80E,INO80E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC068724.3,AC068724.3,LINC00366,LINC00366,LINC00366,LINC00366,TMEM260,TMEM260,LINC00366,LINC00366,LINC00366,LINC00366,,,LINC00366,LINC00366,TLCD3B,TLCD3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM62,TMEM62,FREM2,FREM2,FREM2,FREM2,OTX2,OTX2,FREM2,FREM2,FREM2,FREM2,,,FREM2,FREM2,ALDOA,ALDOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCNDBP1,CCNDBP1,PROSER1,PROSER1,PROSER1,PROSER1,EXOC5,EXOC5,PROSER1,PROSER1,PROSER1,PROSER1,,,PROSER1,PROSER1,PPP4C,PPP4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LCMT2,LCMT2,NHLRC3,NHLRC3,NHLRC3,NHLRC3,AP5M1,AP5M1,NHLRC3,NHLRC3,NHLRC3,NHLRC3,,,NHLRC3,NHLRC3,YPEL3,YPEL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADAL,ADAL,AL354809.1,AL354809.1,AL354809.1,AL354809.1,NAA30,NAA30,AL354809.1,AL354809.1,AL354809.1,AL354809.1,,,AL354809.1,AL354809.1,AC012645.1,AC012645.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZSCAN29,ZSCAN29,LHFPL6,LHFPL6,LHFPL6,LHFPL6,SLC35F4,SLC35F4,LHFPL6,LHFPL6,LHFPL6,LHFPL6,,,LHFPL6,LHFPL6,MAPK3,MAPK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TUBGCP4,TUBGCP4,COG6,COG6,COG6,COG6,AL049838.1,AL049838.1,COG6,COG6,COG6,COG6,,,COG6,COG6,CORO1A,CORO1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TP53BP1,TP53BP1,LINC00598,LINC00598,LINC00598,LINC00598,ARMH4,ARMH4,LINC00598,LINC00598,LINC00598,LINC00598,,,LINC00598,LINC00598,CD2BP2,CD2BP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAP1A,MAP1A,FOXO1,FOXO1,FOXO1,FOXO1,ACTR10,ACTR10,FOXO1,FOXO1,FOXO1,FOXO1,,,FOXO1,FOXO1,TBC1D10B,TBC1D10B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPIP5K1,PPIP5K1,MRPS31,MRPS31,MRPS31,MRPS31,PSMA3,PSMA3,MRPS31,MRPS31,MRPS31,MRPS31,,,MRPS31,MRPS31,ZNF48,ZNF48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CKMT1B,CKMT1B,SLC25A15,SLC25A15,SLC25A15,SLC25A15,PSMA3-AS1,PSMA3-AS1,SLC25A15,SLC25A15,SLC25A15,SLC25A15,,,SLC25A15,SLC25A15,SEPTIN1,SEPTIN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CATSPER2,CATSPER2,ELF1,ELF1,ELF1,ELF1,ARID4A,ARID4A,ELF1,ELF1,ELF1,ELF1,,,ELF1,ELF1,ZNF771,ZNF771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CKMT1A,CKMT1A,WBP4,WBP4,WBP4,WBP4,AL139021.2,AL139021.2,WBP4,WBP4,WBP4,WBP4,,,WBP4,WBP4,DCTPP1,DCTPP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PDIA3,PDIA3,KBTBD6,KBTBD6,KBTBD6,KBTBD6,AL139021.1,AL139021.1,KBTBD6,KBTBD6,KBTBD6,KBTBD6,,,KBTBD6,KBTBD6,SEPHS2,SEPHS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SERF2,SERF2,AL354696.2,AL354696.2,AL354696.2,AL354696.2,TIMM9,TIMM9,AL354696.2,AL354696.2,AL354696.2,AL354696.2,,,AL354696.2,AL354696.2,ZNF768,ZNF768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MFAP1,MFAP1,KBTBD7,KBTBD7,KBTBD7,KBTBD7,KIAA0586,KIAA0586,KBTBD7,KBTBD7,KBTBD7,KBTBD7,,,KBTBD7,KBTBD7,ZNF764,ZNF764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WDR76,WDR76,MTRF1,MTRF1,MTRF1,MTRF1,DACT1,DACT1,MTRF1,MTRF1,MTRF1,MTRF1,,,MTRF1,MTRF1,ZNF688,ZNF688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FRMD5,FRMD5,NAA16,NAA16,NAA16,NAA16,LINC01500,LINC01500,NAA16,NAA16,NAA16,NAA16,,,NAA16,NAA16,ZNF785,ZNF785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CASC4,CASC4,VWA8,VWA8,VWA8,VWA8,DAAM1,DAAM1,VWA8,VWA8,VWA8,VWA8,,,VWA8,VWA8,ZNF689,ZNF689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC025043.1,AC025043.1,DGKH,DGKH,DGKH,DGKH,GPR135,GPR135,DGKH,DGKH,DGKH,DGKH,,,DGKH,DGKH,PRR14,PRR14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CTDSPL2,CTDSPL2,AKAP11,AKAP11,AKAP11,AKAP11,L3HYPDH,L3HYPDH,AKAP11,AKAP11,AKAP11,AKAP11,,,AKAP11,AKAP11,FBRS,FBRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EIF3J-DT,EIF3J-DT,DNAJC15,DNAJC15,DNAJC15,DNAJC15,JKAMP,JKAMP,DNAJC15,DNAJC15,DNAJC15,DNAJC15,,,DNAJC15,DNAJC15,SRCAP,SRCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EIF3J,EIF3J,ENOX1,ENOX1,ENOX1,ENOX1,RTN1,RTN1,ENOX1,ENOX1,ENOX1,ENOX1,,,ENOX1,ENOX1,PHKG2,PHKG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPG11,SPG11,CCDC122,CCDC122,CCDC122,CCDC122,LRRC9,LRRC9,CCDC122,CCDC122,CCDC122,CCDC122,,,CCDC122,CCDC122,RNF40,RNF40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B2M,B2M,SERP2,SERP2,SERP2,SERP2,AL157911.1,AL157911.1,SERP2,SERP2,SERP2,SERP2,,,SERP2,SERP2,ZNF629,ZNF629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIM69,TRIM69,TSC22D1,TSC22D1,TSC22D1,TSC22D1,PCNX4,PCNX4,TSC22D1,TSC22D1,TSC22D1,TSC22D1,,,TSC22D1,TSC22D1,BCL7C,BCL7C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SORD,SORD,NUFIP1,NUFIP1,NUFIP1,NUFIP1,DHRS7,DHRS7,NUFIP1,NUFIP1,NUFIP1,NUFIP1,,,NUFIP1,NUFIP1,MIR762HG,MIR762HG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DUOX1,DUOX1,AL359706.1,AL359706.1,AL359706.1,AL359706.1,PPM1A,PPM1A,AL359706.1,AL359706.1,AL359706.1,AL359706.1,,,AL359706.1,AL359706.1,FBXL19,FBXL19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC051619.6,AC051619.6,GPALPP1,GPALPP1,GPALPP1,GPALPP1,MNAT1,MNAT1,GPALPP1,GPALPP1,GPALPP1,GPALPP1,,,GPALPP1,GPALPP1,SETD1A,SETD1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SHF,SHF,GTF2F2,GTF2F2,GTF2F2,GTF2F2,TRMT5,TRMT5,GTF2F2,GTF2F2,GTF2F2,GTF2F2,,,GTF2F2,GTF2F2,STX1B,STX1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC051619.5,AC051619.5,TPT1,TPT1,TPT1,TPT1,SLC38A6,SLC38A6,TPT1,TPT1,TPT1,TPT1,,,TPT1,TPT1,STX4,STX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GATM,GATM,TPT1-AS1,TPT1-AS1,TPT1-AS1,TPT1-AS1,PRKCH,PRKCH,TPT1-AS1,TPT1-AS1,TPT1-AS1,TPT1-AS1,,,TPT1-AS1,TPT1-AS1,ZNF668,ZNF668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPATA5L1,SPATA5L1,SLC25A30,SLC25A30,SLC25A30,SLC25A30,HIF1A,HIF1A,SLC25A30,SLC25A30,SLC25A30,SLC25A30,,,SLC25A30,SLC25A30,ZNF646,ZNF646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BLOC1S6,BLOC1S6,COG3,COG3,COG3,COG3,HIF1A-AS3,HIF1A-AS3,COG3,COG3,COG3,COG3,,,COG3,COG3,VKORC1,VKORC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC068722.1,AC068722.1,SIAH3,SIAH3,SIAH3,SIAH3,SNAPC1,SNAPC1,SIAH3,SIAH3,SIAH3,SIAH3,,,SIAH3,SIAH3,BCKDK,BCKDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEMA6D,SEMA6D,ZC3H13,ZC3H13,ZC3H13,ZC3H13,SYT16,SYT16,ZC3H13,ZC3H13,ZC3H13,ZC3H13,,,ZC3H13,ZC3H13,KAT8,KAT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC023905.1,AC023905.1,CPB2-AS1,CPB2-AS1,CPB2-AS1,CPB2-AS1,KCNH5,KCNH5,CPB2-AS1,CPB2-AS1,CPB2-AS1,CPB2-AS1,,,CPB2-AS1,CPB2-AS1,FUS,FUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYEF2,MYEF2,CPB2,CPB2,CPB2,CPB2,RHOJ,RHOJ,CPB2,CPB2,CPB2,CPB2,,,CPB2,CPB2,AC026471.4,AC026471.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DUT,DUT,RUBCNL,RUBCNL,RUBCNL,RUBCNL,PPP2R5E,PPP2R5E,RUBCNL,RUBCNL,RUBCNL,RUBCNL,,,RUBCNL,RUBCNL,ARMC5,ARMC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FBN1,FBN1,LRCH1,LRCH1,LRCH1,LRCH1,WDR89,WDR89,LRCH1,LRCH1,LRCH1,LRCH1,,,LRCH1,LRCH1,C16orf58,C16orf58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CEP152,CEP152,ESD,ESD,ESD,ESD,AL136038.5,AL136038.5,ESD,ESD,ESD,ESD,,,ESD,ESD,ZNF720,ZNF720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SHC4,SHC4,HTR2A,HTR2A,HTR2A,HTR2A,SGPP1,SGPP1,HTR2A,HTR2A,HTR2A,HTR2A,,,HTR2A,HTR2A,SHCBP1,SHCBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EID1,EID1,SUCLA2,SUCLA2,SUCLA2,SUCLA2,SYNE2,SYNE2,SUCLA2,SUCLA2,SUCLA2,SUCLA2,,,SUCLA2,SUCLA2,VPS35,VPS35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SECISBP2L,SECISBP2L,NUDT15,NUDT15,NUDT15,NUDT15,ESR2,ESR2,NUDT15,NUDT15,NUDT15,NUDT15,,,NUDT15,NUDT15,ORC6,ORC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COPS2,COPS2,MED4,MED4,MED4,MED4,MTHFD1,MTHFD1,MED4,MED4,MED4,MED4,,,MED4,MED4,C16orf87,C16orf87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GALK2,GALK2,ITM2B,ITM2B,ITM2B,ITM2B,AL122035.1,AL122035.1,ITM2B,ITM2B,ITM2B,ITM2B,,,ITM2B,ITM2B,GPT2,GPT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM227B,FAM227B,RB1,RB1,RB1,RB1,ZBTB25,ZBTB25,RB1,RB1,RB1,RB1,,,RB1,RB1,DNAJA2,DNAJA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DTWD1,DTWD1,RCBTB2,RCBTB2,RCBTB2,RCBTB2,AKAP5,AKAP5,RCBTB2,RCBTB2,RCBTB2,RCBTB2,,,RCBTB2,RCBTB2,NETO2,NETO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GABPB1,GABPB1,FNDC3A,FNDC3A,FNDC3A,FNDC3A,ZBTB1,ZBTB1,FNDC3A,FNDC3A,FNDC3A,FNDC3A,,,FNDC3A,FNDC3A,ITFG1,ITFG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GABPB1-IT1,GABPB1-IT1,CDADC1,CDADC1,CDADC1,CDADC1,AL049869.3,AL049869.3,CDADC1,CDADC1,CDADC1,CDADC1,,,CDADC1,CDADC1,AC007533.1,AC007533.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GABPB1-AS1,GABPB1-AS1,CAB39L,CAB39L,CAB39L,CAB39L,CHURC1,CHURC1,CAB39L,CAB39L,CAB39L,CAB39L,,,CAB39L,CAB39L,PHKB,PHKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USP8,USP8,SETDB2,SETDB2,SETDB2,SETDB2,RAB15,RAB15,SETDB2,SETDB2,SETDB2,SETDB2,,,SETDB2,SETDB2,LINC02133,LINC02133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRPM7,TRPM7,RCBTB1,RCBTB1,RCBTB1,RCBTB1,FNTB,FNTB,RCBTB1,RCBTB1,RCBTB1,RCBTB1,,,RCBTB1,RCBTB1,LONP2,LONP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPPL2A,SPPL2A,EBPL,EBPL,EBPL,EBPL,MAX,MAX,EBPL,EBPL,EBPL,EBPL,,,EBPL,EBPL,SIAH1,SIAH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC021752.1,AC021752.1,KPNA3,KPNA3,KPNA3,KPNA3,AL139022.1,AL139022.1,KPNA3,KPNA3,KPNA3,KPNA3,,,KPNA3,KPNA3,N4BP1,N4BP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AP4E1,AP4E1,SPRYD7,SPRYD7,SPRYD7,SPRYD7,FUT8,FUT8,SPRYD7,SPRYD7,SPRYD7,SPRYD7,,,SPRYD7,SPRYD7,ZNF423,ZNF423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIR4713HG,MIR4713HG,DLEU2,DLEU2,DLEU2,DLEU2,AL359232.1,AL359232.1,DLEU2,DLEU2,DLEU2,DLEU2,,,DLEU2,DLEU2,CNEP1R1,CNEP1R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CYP19A1,CYP19A1,TRIM13,TRIM13,TRIM13,TRIM13,CCDC196,CCDC196,TRIM13,TRIM13,TRIM13,TRIM13,,,TRIM13,TRIM13,HEATR3,HEATR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DMXL2,DMXL2,DLEU1,DLEU1,DLEU1,DLEU1,GPHN,GPHN,DLEU1,DLEU1,DLEU1,DLEU1,,,DLEU1,DLEU1,TENT4B,TENT4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCG3,SCG3,DLEU7,DLEU7,DLEU7,DLEU7,MPP5,MPP5,DLEU7,DLEU7,DLEU7,DLEU7,,,DLEU7,DLEU7,BRD7,BRD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMOD2,TMOD2,RNASEH2B,RNASEH2B,RNASEH2B,RNASEH2B,AL135978.2,AL135978.2,RNASEH2B,RNASEH2B,RNASEH2B,RNASEH2B,,,RNASEH2B,RNASEH2B,CYLD,CYLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMOD3,TMOD3,FAM124A,FAM124A,FAM124A,FAM124A,ATP6V1D,ATP6V1D,FAM124A,FAM124A,FAM124A,FAM124A,,,FAM124A,FAM124A,SALL1,SALL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LEO1,LEO1,SERPINE3,SERPINE3,SERPINE3,SERPINE3,EIF2S1,EIF2S1,SERPINE3,SERPINE3,SERPINE3,SERPINE3,,,SERPINE3,SERPINE3,AC087564.1,AC087564.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAPK6,MAPK6,INTS6,INTS6,INTS6,INTS6,PLEKHH1,PLEKHH1,INTS6,INTS6,INTS6,INTS6,,,INTS6,INTS6,HNRNPA1P48,HNRNPA1P48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GNB5,GNB5,INTS6-AS1,INTS6-AS1,INTS6-AS1,INTS6-AS1,PIGH,PIGH,INTS6-AS1,INTS6-AS1,INTS6-AS1,INTS6-AS1,,,INTS6-AS1,INTS6-AS1,TOX3,TOX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYO5A,MYO5A,WDFY2,WDFY2,WDFY2,WDFY2,ARG2,ARG2,WDFY2,WDFY2,WDFY2,WDFY2,,,WDFY2,WDFY2,CHD9,CHD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARPP19,ARPP19,ATP7B,ATP7B,ATP7B,ATP7B,AL049779.4,AL049779.4,ATP7B,ATP7B,ATP7B,ATP7B,,,ATP7B,ATP7B,RBL2,RBL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM214A,FAM214A,ALG11,ALG11,ALG11,ALG11,VTI1B,VTI1B,ALG11,ALG11,ALG11,ALG11,,,ALG11,ALG11,AKTIP,AKTIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ONECUT1,ONECUT1,NEK5,NEK5,NEK5,NEK5,RDH11,RDH11,NEK5,NEK5,NEK5,NEK5,,,NEK5,NEK5,RPGRIP1L,RPGRIP1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UNC13C,UNC13C,NEK3,NEK3,NEK3,NEK3,ZFYVE26,ZFYVE26,NEK3,NEK3,NEK3,NEK3,,,NEK3,NEK3,FTO,FTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RSL24D1,RSL24D1,VPS36,VPS36,VPS36,VPS36,RAD51B,RAD51B,VPS36,VPS36,VPS36,VPS36,,,VPS36,VPS36,CRNDE,CRNDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB27A,RAB27A,AL359513.1,AL359513.1,AL359513.1,AL359513.1,ZFP36L1,ZFP36L1,AL359513.1,AL359513.1,AL359513.1,AL359513.1,,,AL359513.1,AL359513.1,AC040168.1,AC040168.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PIGBOS1,PIGBOS1,CKAP2,CKAP2,CKAP2,CKAP2,ACTN1,ACTN1,CKAP2,CKAP2,CKAP2,CKAP2,,,CKAP2,CKAP2,GNAO1,GNAO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PIGB,PIGB,HNRNPA1L2,HNRNPA1L2,HNRNPA1L2,HNRNPA1L2,DCAF5,DCAF5,HNRNPA1L2,HNRNPA1L2,HNRNPA1L2,HNRNPA1L2,,,HNRNPA1L2,HNRNPA1L2,AMFR,AMFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCPG1,CCPG1,SUGT1,SUGT1,SUGT1,SUGT1,AL359317.2,AL359317.2,SUGT1,SUGT1,SUGT1,SUGT1,,,SUGT1,SUGT1,NUDT21,NUDT21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C15orf65,C15orf65,PCDH8,PCDH8,PCDH8,PCDH8,EXD2,EXD2,PCDH8,PCDH8,PCDH8,PCDH8,,,PCDH8,PCDH8,OGFOD1,OGFOD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DNAAF4,DNAAF4,AL356295.1,AL356295.1,AL356295.1,AL356295.1,GALNT16,GALNT16,AL356295.1,AL356295.1,AL356295.1,AL356295.1,,,AL356295.1,AL356295.1,BBS2,BBS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PYGO1,PYGO1,AL442636.1,AL442636.1,AL442636.1,AL442636.1,ERH,ERH,AL442636.1,AL442636.1,AL442636.1,AL442636.1,,,AL442636.1,AL442636.1,MT3,MT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRTG,PRTG,PCDH17,PCDH17,PCDH17,PCDH17,SLC39A9,SLC39A9,PCDH17,PCDH17,PCDH17,PCDH17,,,PCDH17,PCDH17,NUP93,NUP93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEDD4,NEDD4,DIAPH3,DIAPH3,DIAPH3,DIAPH3,SUSD6,SUSD6,DIAPH3,DIAPH3,DIAPH3,DIAPH3,,,DIAPH3,DIAPH3,HERPUD1,HERPUD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RFX7,RFX7,TDRD3,TDRD3,TDRD3,TDRD3,SRSF5,SRSF5,TDRD3,TDRD3,TDRD3,TDRD3,,,TDRD3,TDRD3,CPNE2,CPNE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TEX9,TEX9,PCDH20,PCDH20,PCDH20,PCDH20,SLC10A1,SLC10A1,PCDH20,PCDH20,PCDH20,PCDH20,,,PCDH20,PCDH20,FAM192A,FAM192A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MNS1,MNS1,PCDH9,PCDH9,PCDH9,PCDH9,SMOC1,SMOC1,PCDH9,PCDH9,PCDH9,PCDH9,,,PCDH9,PCDH9,RSPRY1,RSPRY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF280D,ZNF280D,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,SLC8A3,SLC8A3,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,,,PCDH9-AS2,PCDH9-AS2,ARL2BP,ARL2BP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC090517.5,AC090517.5,AL160254.1,AL160254.1,AL160254.1,AL160254.1,COX16,COX16,AL160254.1,AL160254.1,AL160254.1,AL160254.1,,,AL160254.1,AL160254.1,CIAPIN1,CIAPIN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TCF12,TCF12,KLHL1,KLHL1,KLHL1,KLHL1,SYNJ2BP,SYNJ2BP,KLHL1,KLHL1,KLHL1,KLHL1,,,KLHL1,KLHL1,COQ9,COQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLR2M,POLR2M,DACH1,DACH1,DACH1,DACH1,AL357153.2,AL357153.2,DACH1,DACH1,DACH1,DACH1,,,DACH1,DACH1,POLR2C,POLR2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADAM10,ADAM10,MZT1,MZT1,MZT1,MZT1,MED6,MED6,MZT1,MZT1,MZT1,MZT1,,,MZT1,MZT1,DOK4,DOK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
