IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,HIST1H1E,RPS6KA2,TENM2,PKIA-AS1,CISD1,MTSS1,WDR49,DYNC1I2,HIST1H1D,MAB21L2,B3GAT1,CU638689.4,DYNLL1,ATP5PO,ACOT13,SLITRK6,RPL7,GRAMD1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZSCAN9,Z94721.1,ATP6V0E1,AC009812.1,FAM241B,MLLT3,SERPINI1,SLC25A12,BTN3A1,TMEM192,PRMT8,AP001347.1,RAN,MRPS6,ATP6V1G2,LINC00354,FAM92A,ZBTB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NRM,NUDT1,PDLIM7,MMP16,LRMDA,INVS,RPL22L1,HAT1,ZNF311,TLL1,MRPL51,HSPA13,ZDHHC20,TTC3,CLIC1,SOX1-OT,PDP1,ZBTB20-AS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLIC1,CCZ1,SERPINB9,ANKRD46,KCNMA1,SLC25A25-AS1,ETV5,DLX1,HLA-A,IRF2,GAPDH,NRIP1,MICU2,DYRK1A,SNHG32,SOX1,RPL30,GAP43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCDC167,AC060834.2,NRN1,AZIN1,TMEM254-AS1,SLC27A4,HES1,DLX2,ZNRD1,ANKRD37,PIANP,USP25,RPL21,BRWD1,TNXB,AL139023.1,PABPC1,AC092691.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MDGA1,NPY,AL357052.1,ZNF251,PDLIM1,PPP1R26-AS1,NCBP2,CDCA7,IER3,ADAMTS16,YBX3,MIR99AHG,EBPL,HMGN1,AGPAT1,RTN1,ZNF706,SEMA5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OARD1,SCRN1,AL022068.1,NUDT2,ABLIM1,MAN1B1-DT,NCBP2AS2,SP3,DDR1,UBE2QL1,HEBP1,CXADR,DLEU2,GET1,PBX2,HIF1A,RSPO2,SNX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VEGFA,AOAH,ID4,PHF24,NANOS1,OTUD1,FGFRL1,OLA1,CLIC1,NSUN2,AC084816.1,MRPL39,PCDH9,PDE9A,RPS10-NUDT3,LINC02301,EIF3E,RPN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OGFRL1,ELMO1,HIST1H2BF,DCAF10,PIDD1,NCOA4,TMEM129,SP9,PRRT1,AC008957.2,ZCRB1,ATP5PF,DACH1,CSTB,PACSIN1,FLRT2,EMC2,CPNE4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KHDC1,RABGEF1,HIST1H2BG,MAMDC2,TSPAN4,CSTF2T,FGFR3,SCRN3,RNF5,PRKAA1,AC076968.2,GABPA,GPC6,PRMT2,OARD1,GABRA5,LY6E,EPHB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HMGN3,CALN1,HIST1H1B,TRPM3,AC132192.1,CAMK2G,TMEM128,LNPK,HLA-DPB1,C5orf51,KCNC2,APP,UGGT2,YPEL1,RSPH9,FAM189A1,NAPRT,PIK3CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SH3BGRL2,CYP51A1,HLA-E,CENPP,NAV2,CCSER2,LYAR,SESTD1,VPS52,NIM1K,NTS,AP001442.1,PCCA,SEZ6L,VEGFA,PAK6,BOP1,WWTR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POU3F2,VPS50,TCF19,GABBR2,AC107886.1,BMPR1A,STX18-AS1,MFSD6,PACSIN1,PLPP1,CFAP54,LTN1,NPAS3,YWHAH,AL021368.2,UNC13C,RPL8,CLRN1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AL513550.1,TAC1,HLA-C,SLC25A25-AS1,CCDC34,HECTD2,GRPEL1,STAT4,CCDC167,PDE4D,PLBD2,USP16,RPS29,SEPTIN3,ADGRB3,ZNF609,ZNF16,VEPH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USP45,PILRB,HSPA1A,DNM1,AL358944.1,CPEB3,SORCS2,MYO1B,OARD1,SGTB,LHX5,CCT8,MAP4K5,CASK,KHDC1,HACD3,WASHC1,GFM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOBP,PRKAR2B,HSPA1B,TRUB2,LMO2,LGI1,AC005699.1,PGAP1,RPL7L1,CERT1,LHX5-AS1,BACH1,RTRAF,MAGED1,MYO6,UBE2Q2,CBWD1,PHC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HS3ST5,GPR85,HLA-DPB1,CELF2,TRIM44,ACSM6,MED28,RFTN2,SRF,DHFR,DYNLL1,GRIK1,MNAT1,WNK3,AL355612.1,GOLGA6L9,DMAC1,TNIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FABP7,FOXP2,RPS18,GPR158,AC090589.2,ENTPD1-AS1,FAM184B,PLCL1,TMEM151B,AC114316.1,DNAJC15,TIAM1,SYNE2,NAP1L3,SH3BGRL2,ZSCAN2,PSIP1,MCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RSPO3,CTTNBP2,UQCC2,PCDH15,FAM111B,DNMBP,PACRGL,TRAK2,GSTA4,AC124854.1,SUCLA2,SCAF4,RAD51B,TMEM35A,SMIM8,BLM,RPS6,YEATS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PTPRK,AHCYL2,ILRUN,SHLD2,FAM111A,SUFU,SMIM20,STRADB,LCA5,RIOK2,PCDH9,LINC00159,ZFP36L1,TCEAL2,EPHA7,ST8SIA2,STOML2,C3orf70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCN2,EPHB6,OARD1,CPEB3,TMEM223,GPR26,KLF3-AS1,TMEM237,TENT5A,EFNA5,PCDH9-AS2,MIS18A,IFT43,TMSB15B-AS1,UFL1,ELOB,TOMM5,FGF12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PLAGL1,CASP2,TOMM6,ENTPD1-AS1,RNASEH2C,CCKBR,KLF3,BMPR2,AL591519.1,ATG12,AL160254.1,URB1,ATXN3,,GPR63,PKMYT1,IGFBPL1,MB21D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PLEKHG1,CNTNAP2,MCM3,LINC02641,CCND1,SBF2,WDR19,KLF7,UFL1-AS1,MARCH3,DACH1,SYNJ1,PAPOLA,,KLHL32,SHISA9,CNTNAP3,AC116565.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZDHHC4,INSIG1,LRRC1,AC127526.2,RPS3,CAT,RPL9,PLEKHM3,AL589740.1,AC008591.1,SOX21-AS1,PAXBP1,MARK3,,AL513550.1,IGSF6,CNTNAP3B,CPLX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIOS,DLGAP2,EEF1A1,SPON1,CTSC,AC068205.1,ATP8A1,MAP2,COQ3,CHSY3,AL137139.2,C21orf62-AS1,PWRN1,,MFSD4B,AC012645.1,CEMIP2,UVSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ITGB8,FDFT1,TENT5A,RRAS2,FAT3,PTPRJ,COMMD8,UNC80,ARHGAP18,P4HA2,ZIC5,C21orf62,UBE3A,,FABP7,ZNF48,RFK,FAM193A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ABCB5,MTUS1,CRYBG1,DNAJC24,AP000936.1,DTX4,REST,TMEM169,AL133346.1,SLC22A4,ZIC2,IFNAR2,HERC2,,NCOA7,ORC6,FRMD3,GRK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SP8,ASAH1,FABP7,CAT,SLC37A4,PACS1,PRDM8,CNOT9,HEBP2,MIR3936HG,EMC9,IL10RB,KATNBL1,,SAMD3,TOX3,ISCA1,STK32B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DNAH11,PSD3,HDDC2,LRRC4C,PRMT8,C11orf80,THAP9,CDK5R2,NHSL1,BRD8,NEDD8,IFNAR1,FRMD5,,LINC00271,NUP93,GAS1,PPP2R2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDCA7L,CSGALNACT1,HEY2,CHST1,AC006206.2,SHANK2,ABRAXAS1,TMEM198,AGPAT4,CDC25C,SDR39U1,IFNGR2,MYEF2,,MAP7,HERPUD1,ROR2,AFAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NUP42,ADRA1A,RSPO3,NRXN2,SMIM10L1,DHCR7,UNC5C,EPHA4,C6orf118,SIL1,LINC02327,GART,MYO1E,,ADAT2,WWOX-AS1,TXN,ABLIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEUROD6,UNC5D,SAMD3,SHANK2,ADAMTS20,ARHGEF17,SLC9B1,CUL3,IQCE,NRG2,AL049828.2,SON,RPS27L,,OPRM1,AC105411.1,PTGR1,LDB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SUGCT,SNTG1,EPB41L2,PGM2L1,CCDC65,DLG2,LEF1,NYAP2,SDK1,AC008438.1,CHURC1,DONSON,PDCD7,,AL589693.1,CDH13,CDC26,KCNIP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLI3,AC023095.1,CCN2,DLG2,RASSF3,TMEM123,OSTC,PID1,HDAC9,NR3C1,COX16,CRYZL1,MAP2K5,,MAP3K4,ANKFY1,RPL35,AC110296.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NACAD,NKAIN3,RPS12,BCL9L,AC090709.1,SIDT2,GAR1,DNER,AC004130.2,KCTD16,IFT43,ITSN1,RPLP1,,PRKN,COX10-AS1,RPL12,PPARGC1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UPP1,C8orf34,HBS1L,THY1,AC027288.3,MIR100HG,FAM241A,C2orf72,ITGB8,LARP1,DIO2,MRPS6,AKAP13,,WDR27,TMEM97,DPM2,KLHL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHCHD2,AC067773.1,HEBP2,GRIK4,RMST,SCN3B,AP1AR,ARL4C,SP4,TTC1,IFI27L2,SLC5A3,PRC1,,ELFN1,TADA2A,PTGES2,AC079921.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC00174,HEY1,VTA1,GRAMD1B,NUAK1,VWA5A,TIFA,SH3BP4,IGF2BP3,SIMC1,DLK1,RCAN1,AC091078.1,,CCZ1B,PLXDC1,SET,CHIC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EIF4H,PAG1,SASH1,KIRREL3,BTBD11,CDON,ALPK1,HES6,CREB5,SNCB,ANKRD9,MORC3,NR2F2,,AC004852.2,RARA,SH3GLB2,GSX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEMA3E,AC060765.1,UST,AC006581.2,FOXN4,ST3GAL4,NEUROG2,LINC01237,NEUROD6,NSD1,BTBD6,TTC3,NME4,,NUP42,SMARCE1,NTMT1,EXOC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEMA3D,RALYL,PLEKHG1,AC244131.2,LHX5,AP001783.1,NDST4,CNTN4,PDE1C,FAM153CP,TMEM121,VPS26C,RPS2,,GARS-DT,STAT5B,RPL7A,ADGRL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SRI,LRP12,CNKSR3,PTPRO,LHX5-AS1,IGSF9B,NDST3,LHFPL4,INHBA-AS1,CANX,B2M,DYRK1A,CARHSP1,,SUGCT,AC100793.4,MRPS2,SEPTIN11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF804B,TBC1D31,EZR,OVCH1,RFC5,VPS26B,FAT4,OGG1,GLI3,BPHL,DUOX1,BRWD1,XYLT1,,GLI3,LRRC37A,TMEM141,BMP2K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FZD1,SQLE,SOD2,AMN1,AC084361.1,CACNA1C,AC097462.3,IRAK2,MRPS17,HIST1H3J,SHF,HMGN1,RPS15A,,ADCY1,ARL17A,PHPT1,PPM1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PON2,MYC,AGPAT4,SYT10,SBNO1-AS1,PTPRO,INTU,SLC6A1,CHCHD2,MRPS18B,GLDN,GET1,VKORC1,,PHKG1,SKA2,EDF1,HERC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IMMP2L,KCNQ3,PSMB1,AC076968.2,TPTE2,EPS8,AC109927.1,SYN2,AC008267.5,TNXB,PPIB,BACE2,RPL13,,CHCHD2,USP32,TUBB4B,GPRIN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FEZF1,TSTA3,UNCX,TBC1D30,MIPEP,PCED1B,NDUFC1,WNT7A,SEMA3D,ATF6B,SNAPC5,ZBTB21,NXN,,TRIM73,BRIP1,HNRNPF,CCSER1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FEZF1-AS1,TRPM3,EIF3B,PTPRR,MTIF3,SLC11A2,AC107223.1,NR2C2,VPS50,TAF11,CORO2B,SLC37A1,METTL16,,SPDYE5,AC005972.3,ZNF22,AC004054.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GRM8,PLPPR1,FBXL18,ZDHHC17,AL354809.1,ACVR1B,RPS3A,SH3BP5,PDAP1,STK38,CRABP1,PDE9A,EIF5A,,HIP1,SOX9,STOX1,PPP3CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCDC136,EPB41L4B,CCZ1B,PPFIA2,DNAJC15,PPFIA2,MAP9,SATB1,AC073114.1,MDGA1,CHRNA3,NDUFV3,RPL26,,MAGI2,H3F3B,FAM241B,TET2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC009264.1,DEC1,TOMM7,NTS,LRCH1,ANKS1B,PPID,KCNH8,PTPRZ1,BICRAL,ADAMTS17,PKNOX1,EPN2,,SEMA3A,UBE2O,ANAPC16,ANK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHRM2,TNC,SKAP2,CFAP54,SUCLA2,AC069437.1,PALLD,KAT2B,FEZF1,XPO5,MPG,RRP1B,RPL23A,,CYP51A1-AS1,RHBDF2,RPS24,AC093879.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PTN,RABGAP1,EEPD1,NOS1,SERPINE3,ANO4,SH3RF1,AC092422.1,AC006148.1,SLC29A1,ARHGDIG,TRAPPC10,SSH2,,GATAD1,MGAT5B,ABLIM1,PCDH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,REPIN1,DENND1A,GLI3,DNAH10OS,AL356295.1,GNPTAB,AC096741.1,RARB,POT1,RUNX2,NME4,GATD3A,RPL19,,COL26A1,BIRC5,EMX2OS,DCLK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WDR86,SCAI,VWC2,PDS5B,SPRY2,SLC41A2,GALNT7,TOP2B,UBE2H,EFHC1,JMJD8,UBE2G2,RPL27,,ORAI2,TMEM200C,EMX2,TRIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEIL2,RABEPK,CHCHD2,SMAD9,GPC5,TMEM263,AC093849.4,NGLY1,PTN,FBXO9,NME3,PTTG1IP,GPATCH8,,COG5,L3MBTL4,RAB11FIP2,GRIA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZDHHC2,GARNL3,CRCP,KLHL1,AL137139.2,WSCD2,WWC2,CLASP2,AC005229.5,FAM135A,HAGH,ADARB1,IGF2BP1,,SMIM30,PPP4R1,MGMT,RAPGEF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PDLIM2,C9orf16,HSPB1,DACH1,NOVA1,SART3,UFSP2,ARPP21,CSMD1,AL391840.3,FAHD1,POFUT2,NME2,,FEZF1-AS1,KCTD1,IFITM3,MARCH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STC1,SLC27A4,SEMA3C,AL162493.1,AL135878.1,SSH1,SORBS2,CELSR3,MTUS1,SNX14,NDUFB10,LSS,MSI2,,AC004594.1,RNF165,CD151,SCRG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEFM,IDI1,CACNA2D1,NALCN,G2E3,CUX2,SDHA,NICN1,PSD3,HTR1E,RPS2,MCM3AP-AS1,PPM1E,,POT1-AS1,SKA1,TAF10,STOX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EBF2,FAM171A1,SEMA3E,FGF14,AL049828.2,DTX1,AHRR,BSN,LZTS1,KLHL32,RAB26,MCM3AP,SNHG16,,COPG2,ZNF532,NAV2,UBE2QL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLU,TRDMT1,SRI,AL160314.2,MDGA2,KSR2,MRPL36,CAMKV,ZNF703,LIN28B,ECI1,PCNT,SMCHD1,,AC009264.1,CHAF1A,SLC17A6,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC068931.1,CACNB2,AC003991.1,AP1G2,OTX2,DNAH10OS,CCT5,RBM5,ZMAT4,TUBE1,NDUFAB1,DIP2A,SPIRE1,,CHRM2,CTXN1,SVIP,BASP1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FGFR1,CREM,GNG11,JPH4,CCDC196,AMER2,CDH12,CACNA2D2,ST18,SLC35F1,BCKDK,PRMT2,SNRPD1,,PRKAG2,AC008543.1,LMO2,LINC02223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TM2D2,ANK3,PON2,MDGA2,SRSF5,MTMR6,SLC1A3,PCBP4,RGS20,FAM184A,ZNF423,H1F0,RPL17,,VIPR2,ZNF709,EEF1G,RAI14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ST18,LRRTM3,BUD31,CDKL1,SIPA1L1,CDK8,LIFR,PBRM1,TGS1,AHI1,NQO1,DHRSX,RPS15,,ARHGEF10,AC020908.1,UQCC3,CPLANE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LYPLA1,MCU,PILRA,WDR89,ESRRB,WASF3,LIFR-AS1,CACNA2D3,TOX,MAP7,HYDIN,PDK3,PLEKHJ1,,CLU,LPAR2,UBXN1,PLCXD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHD7,KCNMA1,RELN,SIPA1L1,EML5,SMAD9,RPL37,ERC2,CRISPLD1,PEX3,PMFBP1,ARX,RPL36,,AC090204.1,ZNF714,MACROD1,NIM1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PREX2,GRID1,CADPS2,TUBGCP5,LGMN,SUPT20H,ITGA2,CADPS,OTUD6B-AS1,UTRN,GCSH,CASK,ELAVL1,,TCIM,ZNF43,ARL2,RAB3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CRISPLD1,BMPR1A,AC004594.1,GABRB3,TUNAR,KBTBD7,AC112206.2,SYNPR,UQCRB,STXBP5-AS1,COX4I1,ZNF630,RPS28,,ZMAT4,GRAMD1A,DRAP1,PDE4D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEX2,SHLD2,AC006148.1,GABRG3,CDC42BPB,ENOX1,GTF2H2,PDZRN3,VPS13B,NUP43,CYBA,SH3BGRL,RPL18A,,PREX2,CALM3,BANF1,RNF180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MMP16,ENTPD1-AS1,SSBP1,OIP5-AS1,TMEM121,NDFIP2,SCAMP1-AS1,ROBO2,POLR2K,PCMT1,APRT,CHRDL1,SIPA1L3,,AC090578.1,UBE2S,MRPL11,TRAPPC13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OTUD6B-AS1,GOLGA7B,PSD3,OIP5,MKRN3,AL162493.1,SCAMP1,AC117461.1,YWHAZ,AKAP12,AC092120.3,ZDHHC9,RPS16,,RRM2B,PCNA,CCND1,ENC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UQCRB,SCD,CSGALNACT1,AC068722.1,GABRG3,AL359649.1,RPS23,EPHA3,TBC1D31,SYNE1,SPAG7,RAB33A,FBL,,BAALC,GPCPD1,AP002387.2,TENT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLR2K,RPARP-AS1,LPL,SEMA6D,FAM189A1,SOX1,AC124854.1,SENP7,FAM135B,FBXO5,C1QBP,PHF6,RPS19,,OXR1,XRN2,NUMA1,LINC02144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAALC,SFXN2,PDLIM2,PEAK1,CCDC32,NDRG2,SLCO6A1,NECTIN3-AS1,ARC,PACRG,PIMREG,INTS6L,RPL18,,EMC2,SYNDIG1,RPS3,MEF2C-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAALC-AS1,GRK5,EBF2,AC090825.1,AC073167.1,ZFHX2,LINC00491,TAGLN3,TIGD5,CCZ1,EIF5A,SLC9A6,RPL13A,,KHDRBS3,DLGAP4,TENM4,ADGRV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FZD6,FGFR2,EPHX2,PDIA2,PIF1,AL139023.1,EFNA5,ATP6V1A,VPS28,ICA1,TMEM107,AL683813.1,RPS11,,ARC,L3MBTL1,CTSC,FAM172A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KHDRBS3,DOCK1,AC090204.1,NOMO1,IQCH,LRFN5,SEMA6A,AC026341.1,ZNF16,FAM126A,RASD1,SPANXA2-OT1,RPS9,,NAPRT,SGK2,CWC15,AC009126.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MINCR,INSYN2A,AC090809.1,BMERB1,PKM,STYX,ADAMTS19,GAP43,DMRT3,NPY,MFAP4,UTY,TTYH1,,MFSD3,MYBL2,SESN3,PPIP5K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NAPRT,PTPRE,ZMAT4,HS3ST4,CRABP1,LINC01500,NEUROG1,LINC00903,RFX3,FKBP9,LHX1-DT,,ZNF544,,ZNF16,UBE2C,CEP126,CDO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EEF1D,SYT9,SFRP1,NFATC2IP,TM6SF1,RTN1,SRA1,STXBP5L,GLIS3,AMPH,LHX1,,RPS5,,WASHC1,AL391097.2,RPS25,AC004039.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL8,RRAS2,LYPLA1,MAZ,NMB,SYT16,PCDHB5,KALRN,PLGRKT,CAMK2B,ORMDL3,,C20orf194,,CBWD1,PHACTR3,EI24,SPOCK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF16,PLEKHA7,CA8,AC012645.1,AGBL1,AL356804.1,RPS14,SNX4,AL353595.1,ZMIZ2,DNAJC7,,CBFA2T2,,KANK1,PPDPF,B4GALNT3,KDM3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WASHC1,ZDHHC13,BHLHE22,NETO2,NME3,AC022469.1,THG1L,PODXL2,LURAP1L,SNHG15,VPS25,,AL109930.1,,SLC1A1,AP001347.1,GAPDH,PSD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CBWD1,KIAA1549L,SULF1,LINC02133,THOC6,AC008056.1,CCNG1,RPN1,ZDHHC21,TNS3,PHB,,CDH4,,KDM4C,HSPA13,PHB2,NRG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLIS3,LRRC4C,RDH10,AC137494.1,ZNF75A,UNC79,NUDCD2,TMCC1,SNAPC3,ZNF736,SCPEP1,,RANBP1,,TTC39B,USP25,PLEKHA5,ARAP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLDC,CAPN1,DECR1,AC040168.1,CARHSP1,TMEM179,HMMR,TMEM108,ADAMTSL1,AC073349.4,CACNG5,,MED15,,CCDC171,MIR99AHG,SINHCAF,NDFIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LURAP1L,SNX32,CALB1,MT2A,GRIN2A,GABRA5,NPM1,RAB6B,RPS6,ASL,LINC01483,,SMARCB1,,DMRTA1,CHODL,ZCRB1,PPP2R2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
