name,shared name,type,avgExpression,highestCluster
IER2,IER2,NeuroDev,-0.455781702629984,IN_2
CACNA1A,CACNA1A,NeuroDisease,-0.339551712962078,nIN_1
CCDC130,CCDC130,None,0.0828075837494963,nIN_1
MRI1,MRI1,None,-0.19430079011923,nIN_1
C19orf53,C19orf53,None,-0.336012230270078,MGE
ZSWIM4,ZSWIM4,None,-0.143878998178031,nIN_1
NANOS3,NANOS3,None,0.317370311752228,MGE
C19orf57,C19orf57,None,0.210583864584992,nIN_1
CC2D1A,CC2D1A,NeuroDisease,0.124541019012287,nEN_1
DCAF15,DCAF15,None,0.0832559443425211,nEN_1
RFX1,RFX1,GeneralTF,0.0876997385307372,nIN
MISP3,MISP3,None,-0.23034757431994,IN_1
SAMD1,SAMD1,None,-0.0668014696413511,nIN
PRKACA,PRKACA,NeuroDev,0.0459622210055297,MGE
ASF1B,ASF1B,None,-0.278749103101014,IN
AC022098.1,AC022098.1,None,-0.642188880226941,nIN_1
ADGRL1,ADGRL1,None,-0.0302287702229106,nIN
DDX39A,DDX39A,None,-0.0864519143489784,nIN_1
PKN1,PKN1,None,0.0633326744133295,nIN_1
GIPC1,GIPC1,None,-0.0581492956869405,nEN_1
DNAJB1,DNAJB1,NeuroDev,-0.169405462509514,nIN_1
TECR,TECR,NeuroDisease,-0.0251987313063293,nEN_1
NDUFB7,NDUFB7,None,-0.0223734776147389,nEN
ZNF333,ZNF333,GeneralTF,-0.150728077454069,nIN_1
SLC1A6,SLC1A6,None,-0.0441361465095991,IN
ILVBL,ILVBL,None,-0.189742741929825,nIN_1
NOTCH3,NOTCH3,NeuroDev,-0.707529632434598,nEN_1
BRD4,BRD4,NeuroDisease,0.0285404842252632,nIN
AKAP8,AKAP8,None,0.078073189987075,nEN_1
AKAP8L,AKAP8L,None,0.1650853260819,nIN_1
WIZ,WIZ,None,-0.0655902906901028,IN
TPM4,TPM4,None,0.0382636473612079,nEN_1
RAB8A,RAB8A,NeuroDev,-0.316989181016137,nEN_1
FAM32A,FAM32A,None,0.0051228431270454,nIN_1
AC020911.1,AC020911.1,None,-0.126189880568256,IN
AP1M1,AP1M1,None,0.0029805621303211,IN_2
EPS15L1,EPS15L1,None,0.141091989070676,nEN_1
CHERP,CHERP,NeuroDev,-0.171396366553393,nIN
SLC35E1,SLC35E1,None,0.0773335968800253,nIN_1
AC008764.8,AC008764.8,None,0.148596342525875,nIN_1
MED26,MED26,None,-0.271259370739675,nIN_1
SMIM7,SMIM7,None,-0.08110494887596,IN_2
TMEM38A,TMEM38A,None,-0.152722374932882,nIN
SIN3B,SIN3B,None,-0.0082323003321949,IN_2
CPAMD8,CPAMD8,None,-0.788402213693777,IN_2
HAUS8,HAUS8,None,0.0102753029404911,RG
AC020908.1,AC020908.1,None,0.543631219562477,nIN
MYO9B,MYO9B,None,-0.029805931606417,IN_2
USE1,USE1,None,-0.0439988566983629,nEN
OCEL1,OCEL1,None,-0.472670503471744,nIN
NR2F6,NR2F6,NeuroDev,-0.275176702161292,nIN
USHBP1,USHBP1,None,0.22205865679433,nIN_1
BABAM1,BABAM1,None,0.257552520398878,nEN_1
ABHD8,ABHD8,None,-0.10691697318389,nIN
MRPL34,MRPL34,None,-0.255699733326777,nIN
DDA1,DDA1,None,-0.0437317383621081,nEN
ANO8,ANO8,None,0.089212100788746,nIN_1
GTPBP3,GTPBP3,NeuroDisease,-0.130899466694838,nIN
MVB12A,MVB12A,None,-0.166490873257227,nIN_1
AC010319.3,AC010319.3,None,1.67017131171443,MGE
TMEM221,TMEM221,None,-0.575564649877914,nIN_1
SLC27A1,SLC27A1,None,-0.212180057806622,nIN_1
AC010618.3,AC010618.3,None,-0.0272814160693609,nIN_1
PGLS,PGLS,None,-0.12640166195176,IN_2
COLGALT1,COLGALT1,None,-0.050583219511635,nIN_1
UNC13A,UNC13A,None,0.329051627900313,RG
MAP1S,MAP1S,NeuroDev,-0.0970781785493111,nIN_1
FCHO1,FCHO1,None,-0.230508861577155,MGE
RPL18A,RPL18A,None,-0.345856047052484,MGE
CCDC124,CCDC124,None,-0.0265752958215132,RG
KCNN1,KCNN1,None,-0.304884731476869,nIN_1
MAST3,MAST3,None,-0.156563075916892,nIN_1
PIK3R2,PIK3R2,NeuroDisease,0.265077817762272,nIN_1
MPV17L2,MPV17L2,None,-0.258623722976858,IN
RAB3A,RAB3A,NeuroDev,0.0433776674542423,nIN_1
IQCN,IQCN,None,-0.160706272130156,nIN_1
JUND,JUND,GeneralTF,-0.268160033811389,nEN
LSM4,LSM4,None,-0.207935122813725,RG
PGPEP1,PGPEP1,None,0.256587534813199,nEN_1
SSBP4,SSBP4,None,-0.13974573156672,MGE
ISYNA1,ISYNA1,None,-0.346760585536371,nIN
ELL,ELL,None,0.0018046520516235,nEN_1
FKBP8,FKBP8,NeuroDev,-0.0320078649698213,RG
KXD1,KXD1,None,-0.188687173553201,nIN_1
UBA52,UBA52,None,-0.221224045113044,IN
CRLF1,CRLF1,NeuroDisease,-0.460257956958373,nIN_1
REX1BD,REX1BD,None,-0.249014199739528,nEN
TMEM59L,TMEM59L,None,-0.0944569286945287,nIN
KLHL26,KLHL26,None,0.0078361859465727,nEN_1
CRTC1,CRTC1,None,-0.0995042432701895,nEN
UPF1,UPF1,None,-0.0426627076019446,nIN_1
CERS1,CERS1,None,-0.0011889280511016,nIN_1
COPE,COPE,None,-0.0099781323594431,nEN_1
DDX49,DDX49,None,0.0210054808436948,IN_1
HOMER3,HOMER3,None,-0.329278653546355,nEN_1
SUGP2,SUGP2,None,-0.261073672158496,IN
ARMC6,ARMC6,None,-0.222238211946272,IN
SLC25A42,SLC25A42,NeuroDisease,0.1058833958973,nEN_1
TMEM161A,TMEM161A,None,-0.225880190262296,MGE
MEF2B,MEF2B,GeneralTF,-0.678008795341561,nIN_1
BORCS8,BORCS8,None,0.156061997524123,nIN_1
RFXANK,RFXANK,GeneralTF,-0.422740657429498,nIN_1
NR2C2AP,NR2C2AP,None,-0.0319183460310024,nIN
NCAN,NCAN,None,0.326260893037178,MGE
SUGP1,SUGP1,None,0.0240665604986278,IN
MAU2,MAU2,None,0.142254552373874,nIN_1
GATAD2A,GATAD2A,None,-0.24410507375585,nIN_1
NDUFA13,NDUFA13,None,-0.0786964522259953,nEN
YJEFN3,YJEFN3,None,-0.0920295824591782,IN_1
PBX4,PBX4,NeuroDev,-0.244205412410172,IN_2
LPAR2,LPAR2,None,0.24246508845717,nIN
GMIP,GMIP,None,0.0458602335399859,nIN_1
ATP13A1,ATP13A1,None,0.0662574319943564,nIN_1
ZNF101,ZNF101,GeneralTF,-0.402463761605242,nIN_1
ZNF14,ZNF14,GeneralTF,0.14150096416343,nEN_1
ZNF506,ZNF506,GeneralTF,0.135367265718964,nIN
ZNF253,ZNF253,GeneralTF,-0.258133405982918,nIN_1
ZNF93,ZNF93,GeneralTF,-0.397482906004653,IN
ZNF682,ZNF682,GeneralTF,0.168821023529953,nIN
ZNF90,ZNF90,GeneralTF,-0.273781120455494,IN
AC011447.3,AC011447.3,None,0.117252331302285,nIN
ZNF486,ZNF486,GeneralTF,-0.451561365760762,IN
AC008554.1,AC008554.1,None,-0.463951733304349,IN
ZNF737,ZNF737,None,-0.437810366199443,nIN_1
ZNF626,ZNF626,GeneralTF,0.263460413036301,IN
ZNF66,ZNF66,GeneralTF,0.189520210328788,nIN_1
ZNF85,ZNF85,GeneralTF,0.166752181060995,nEN_1
ZNF430,ZNF430,NeuroDev,0.146477670347027,MGE
ZNF714,ZNF714,GeneralTF,0.185749525809261,nIN
ZNF431,ZNF431,GeneralTF,0.0130859627636489,MGE
ZNF708,ZNF708,GeneralTF,-0.113867606024702,nIN_1
ZNF738,ZNF738,None,-0.0118489491904724,nIN
ZNF493,ZNF493,GeneralTF,-0.0707233989014455,nEN_1
AC010615.2,AC010615.2,None,-0.625912221104563,RG
ZNF429,ZNF429,GeneralTF,-0.0146503299490161,nIN
AC123912.1,AC123912.1,None,-3.7116621926838,MGE
ZNF100,ZNF100,GeneralTF,0.080273378499848,nEN_1
ZNF43,ZNF43,GeneralTF,0.0370755839538674,nIN
ZNF730,ZNF730,GeneralTF,0.281147400607167,nEN_1
ZNF724,ZNF724,None,-0.153025159051337,nIN_1
AC092329.4,AC092329.4,None,-0.0839294927242322,nIN_1
ZNF91,ZNF91,GeneralTF,-0.08013941472988,IN_1
LINC01224,LINC01224,None,-0.300001698794929,IN
ZNF675,ZNF675,GeneralTF,-0.0454345034955773,nIN_1
ZNF681,ZNF681,GeneralTF,-0.264792952255107,IPC
ZNF726,ZNF726,GeneralTF,1.79650263253559,nIN
AC092279.1,AC092279.1,None,0.376315387666734,nIN_1
ZNF254,ZNF254,GeneralTF,0.0668462844378325,MGE
LINC00662,LINC00662,None,0.373352939235219,IPC
AC006504.5,AC006504.5,None,0.392325363615128,IN
AC005394.1,AC005394.1,None,0.47063313703646,IPC
UQCRFS1,UQCRFS1,None,-0.0751336486258463,nEN
AC011474.1,AC011474.1,None,0.749028588107912,nIN_1
VSTM2B,VSTM2B,None,0.428446204461014,RG
POP4,POP4,None,-0.312303651469701,nEN_1
C19orf12,C19orf12,None,0.167759488668868,nIN_1
URI1,URI1,None,0.0116450662070141,nEN_1
ZNF536,ZNF536,GeneralTF,-0.490962204932551,IN_2
TSHZ3,TSHZ3,NeuroDisease,-0.0653564528615527,nIN_1
AC025809.1,AC025809.1,None,0.240072503328258,IN_2
ZNF507,ZNF507,GeneralTF,-0.531934030965619,nIN_1
DPY19L3,DPY19L3,None,-0.0722383100795887,nEN_1
PDCD5,PDCD5,None,-0.2067101245117,RG
ANKRD27,ANKRD27,NeuroDev,0.354381430486965,nEN_1
NUDT19,NUDT19,None,0.277181605424257,IN_2
CEP89,CEP89,None,0.0315986913247869,nEN
FAAP24,FAAP24,GeneralTF,-0.533358848832075,nIN_1
RHPN2,RHPN2,None,-0.225389010173344,IN_1
GPATCH1,GPATCH1,None,0.271367986506697,nIN_1
LRP3,LRP3,None,0.27725769262813,IN_1
CEBPG,CEBPG,GeneralTF,-0.152041014334174,nIN_1
PEPD,PEPD,NeuroDisease,-0.138543772148182,nEN
CHST8,CHST8,NeuroDev,-1.10716072861392,IN
KCTD15,KCTD15,None,-0.093157910909287,IN
LSM14A,LSM14A,None,0.107362935173878,IN
KIAA0355,KIAA0355,None,0.0124282954419864,nIN_1
GPI,GPI,None,-0.0525726629960831,nIN
PDCD2L,PDCD2L,None,-0.0503511263542483,nEN_1
UBA2,UBA2,None,-0.0555432219821692,nEN_1
WTIP,WTIP,None,-0.180420757665751,IN_1
SCGB2B2,SCGB2B2,None,-0.705894801187722,nIN_1
ZNF302,ZNF302,GeneralTF,-0.215091378414306,nIN_1
ZNF181,ZNF181,GeneralTF,-0.151006361700659,nEN_1
ZNF599,ZNF599,GeneralTF,-0.271363979438416,nEN_1
LINC01801,LINC01801,None,-0.538675462036448,nIN
AC008555.4,AC008555.4,None,-1.00693193706596,nEN_1
ZNF30,ZNF30,GeneralTF,-0.482864335141525,IN_1
GRAMD1A,GRAMD1A,None,0.258018992679121,nIN
FXYD7,FXYD7,None,0.233499645253343,IPC
USF2,USF2,GeneralTF,0.0367057463722717,nIN_1
TMEM147-AS1,TMEM147-AS1,None,-0.350519539418406,nIN_1
TMEM147,TMEM147,None,-0.103610817343853,nIN
HAUS5,HAUS5,None,0.0182182145937757,nEN_1
RBM42,RBM42,GeneralTF,-0.141365679726714,nEN
ETV2,ETV2,GeneralTF,-0.447158255229525,nEN_1
COX6B1,COX6B1,NeuroDisease,0.0482400704758048,nEN_1
KMT2B,KMT2B,NeuroDisease,0.164192072692401,nIN_1
U2AF1L4,U2AF1L4,None,0.0592807595785889,IN
PSENEN,PSENEN,None,-0.1542024357012,IN
LIN37,LIN37,None,0.0903199095050962,nEN_1
PROSER3,PROSER3,None,-0.0516491001147814,nIN_1
ARHGAP33,ARHGAP33,None,0.242218645368049,nIN_1
NPHS1,NPHS1,None,-0.471610974763991,nIN_1
APLP1,APLP1,NeuroDev,0.177614710026297,nIN_1
LRFN3,LRFN3,None,0.049099315213132,nEN_1
AF038458.3,AF038458.3,None,0.109476238236739,IPC
SDHAF1,SDHAF1,NeuroDisease,-0.128220285188917,IN_1
ALKBH6,ALKBH6,None,-0.18117418883153,IPC
CLIP3,CLIP3,None,0.160432515886775,nIN_1
THAP8,THAP8,None,-0.281700544227852,nEN_1
WDR62,WDR62,NeuroDisease,-0.481507667776809,nEN_1
POLR2I,POLR2I,None,-0.041319490978514,RG
TBCB,TBCB,NeuroDev,-0.0120974699331739,nIN_1
CAPNS1,CAPNS1,None,0.0144798227717683,MGE
ZNF565,ZNF565,GeneralTF,-0.0039931405287107,nIN_1
ZNF146,ZNF146,GeneralTF,-0.0123839328145972,nIN_1
LINC00665,LINC00665,None,-0.371864667591843,nEN
ZFP14,ZFP14,GeneralTF,0.0628037756679728,nIN
ZFP82,ZFP82,GeneralTF,-0.0645703679382951,IPC
ZNF566,ZNF566,GeneralTF,-0.0581529020939983,MGE
ZNF260,ZNF260,GeneralTF,-0.166551154255385,IN_2
ZNF529,ZNF529,GeneralTF,-0.114813820093807,nIN_1
ZNF529-AS1,ZNF529-AS1,None,-0.118246019248277,nIN_1
ZNF382,ZNF382,GeneralTF,-0.152386756294299,IN
ZNF461,ZNF461,GeneralTF,0.0654989907649425,nEN_1
ZNF567,ZNF567,GeneralTF,0.0349946601567545,nIN_1
ZNF850,ZNF850,None,-0.31002570661849,nIN_1
ZNF790-AS1,ZNF790-AS1,None,0.389123280517673,IN
ZNF790,ZNF790,GeneralTF,-0.127256097156247,nIN_1
ZNF345,ZNF345,GeneralTF,0.0840639865676965,nIN_1
ZNF829,ZNF829,GeneralTF,0.377271458467143,nIN_1
ZNF568,ZNF568,GeneralTF,-0.16283279498038,nEN_1
ZNF420,ZNF420,GeneralTF,-0.0568276055558917,nIN_1
ZNF585A,ZNF585A,GeneralTF,-0.0062988658023417,nIN_1
ZNF585B,ZNF585B,GeneralTF,-0.0351051983842866,IPC
ZNF383,ZNF383,GeneralTF,0.092835264224488,MGE
ZNF875,ZNF875,None,-0.100268461554127,nEN_1
ZNF527,ZNF527,GeneralTF,-0.155657546208361,IN_2
ZNF569,ZNF569,GeneralTF,0.122278099403383,nIN_1
ZNF570,ZNF570,GeneralTF,-0.065276698263141,IN_2
ZNF793-AS1,ZNF793-AS1,None,-0.425474443778928,IN_2
ZNF793,ZNF793,GeneralTF,-0.0361160389469376,nIN_1
ZNF540,ZNF540,GeneralTF,0.164070596108523,nIN
ZNF571,ZNF571,GeneralTF,0.0627487365181275,nIN_1
ZFP30,ZFP30,GeneralTF,0.073008310987846,nIN_1
ZNF781,ZNF781,GeneralTF,-0.494401306323735,IPC
ZNF607,ZNF607,GeneralTF,-0.0092613759275029,nIN_1
ZNF573,ZNF573,GeneralTF,-0.173442592882408,IN_1
SIPA1L3,SIPA1L3,None,-0.219837563460442,nIN_1
DPF1,DPF1,NeuroDev,0.14492202811775,MGE
SPINT2,SPINT2,NeuroDev,-0.172464442109114,RG
YIF1B,YIF1B,None,-0.171937295960317,MGE
CATSPERG,CATSPERG,None,-0.218256753486323,nIN_1
PSMD8,PSMD8,None,-0.139698361315091,nEN_1
SPRED3,SPRED3,None,-0.195318370158229,IN_2
FAM98C,FAM98C,None,-0.0223188879408743,IN
EIF3K,EIF3K,None,-0.153100142289016,nEN_1
ACTN4,ACTN4,None,-0.0068112556801198,nIN_1
ECH1,ECH1,None,-0.0780577578762258,MGE
HNRNPL,HNRNPL,None,0.0519056651934217,nIN_1
SIRT2,SIRT2,NeuroDev,0.0060249766147894,IPC
NFKBIB,NFKBIB,None,-0.16154741189685,IPC
SARS2,SARS2,None,-0.194186915481228,nIN_1
MRPS12,MRPS12,None,-0.317537078959452,nIN_1
FBXO17,FBXO17,None,-0.561985885658935,nIN_1
FBXO27,FBXO27,None,-0.849045978988369,nIN_1
PAK4,PAK4,NeuroDev,-0.31767505299322,nIN_1
LRFN1,LRFN1,None,-0.169671149222183,nIN_1
SAMD4B,SAMD4B,None,-0.0767354041603407,nEN_1
PAF1,PAF1,None,0.122588073707476,nIN_1
MED29,MED29,None,-0.0076074966417161,nIN
ZFP36,ZFP36,None,-0.791729950852206,nIN_1
PLEKHG2,PLEKHG2,NeuroDisease,-0.0848772619175909,nIN_1
RPS16,RPS16,None,-0.222800733794985,RG
SUPT5H,SUPT5H,None,-0.0551487902952528,nIN_1
TIMM50,TIMM50,NeuroDisease,-0.0385055557096862,nIN
DLL3,DLL3,None,0.281862989419955,MGE
EID2B,EID2B,None,0.0588057163203028,nEN_1
EID2,EID2,None,0.0637487740859992,nIN_1
DYRK1B,DYRK1B,None,-0.194775321109457,MGE
FBL,FBL,None,-0.309265876158465,nIN_1
PSMC4,PSMC4,None,0.0527614955117108,nIN
ZNF546,ZNF546,GeneralTF,-0.116951385909313,IN
ZNF780B,ZNF780B,GeneralTF,-0.133033223450258,nIN_1
ZNF780A,ZNF780A,GeneralTF,-0.0026395967725519,nIN_1
MAP3K10,MAP3K10,None,-0.0361283739189559,nIN
TTC9B,TTC9B,None,0.286627747438939,MGE
AKT2,AKT2,NeuroDev,0.132470142641024,nIN_1
C19orf47,C19orf47,None,0.207609706007803,IPC
PLD3,PLD3,None,0.133696787363797,nIN_1
HIPK4,HIPK4,None,-0.337620611080907,MGE
SERTAD1,SERTAD1,None,-0.69777343660387,nIN_1
SERTAD3,SERTAD3,None,-0.457509514318802,IN_1
BLVRB,BLVRB,None,-0.38621686176367,nIN
SPTBN4,SPTBN4,NeuroDisease,0.64756516284836,nIN_1
SHKBP1,SHKBP1,None,-0.0051161351730323,nEN_1
LTBP4,LTBP4,None,0.018150880842746,nIN
NUMBL,NUMBL,NeuroDev,0.14003897102303,MGE
COQ8B,COQ8B,NeuroDev,-0.169398198773936,IN_1
ITPKC,ITPKC,None,0.0863585896426457,nEN
C19orf54,C19orf54,None,-0.279651905212906,nIN_1
SNRPA,SNRPA,None,-0.0871844378952629,nIN
RAB4B,RAB4B,None,0.0438886374162098,nIN_1
EGLN2,EGLN2,None,0.0351815329117974,nIN
AXL,AXL,NeuroDev,-0.481249382980639,nIN
HNRNPUL1,HNRNPUL1,None,-0.0576457826000648,nEN_1
TGFB1,TGFB1,NeuroDev,-0.450336365762482,nIN_1
CCDC97,CCDC97,None,-0.0156624202920411,nIN_1
TMEM91,TMEM91,None,0.11819244479075,nIN_1
B9D2,B9D2,None,-0.247960623007842,nEN_1
EXOSC5,EXOSC5,None,-0.195181487714954,MGE
BCKDHA,BCKDHA,NeuroDisease,0.267248470645206,nEN_1
DMAC2,DMAC2,None,-0.323664364442655,nIN_1
RPS19,RPS19,None,-0.23698175098722,nIN_1
ARHGEF1,ARHGEF1,None,-0.408398765712874,nIN_1
RABAC1,RABAC1,None,-0.0791276880920706,nEN_1
ATP1A3,ATP1A3,NeuroDisease,0.179364599514377,MGE
GRIK5,GRIK5,None,-0.004088847354696,nIN_1
ZNF574,ZNF574,GeneralTF,-0.165974399488832,nIN_1
POU2F2,POU2F2,GeneralTF,0.137864004285052,MGE
DEDD2,DEDD2,None,-0.0925391256469913,IN
GSK3A,GSK3A,NeuroDev,0.055704048630229,IN
ERF,ERF,NeuroDisease,-0.551605613347156,nIN_1
CIC,CIC,NeuroDisease,0.126663000170462,nIN_1
PAFAH1B3,PAFAH1B3,NeuroDev,-0.0258014347358282,nEN_1
TMEM145,TMEM145,None,0.371609917530686,nEN_1
MEGF8,MEGF8,NeuroDisease,0.0672323652186554,nIN_1
LIPE-AS1,LIPE-AS1,None,-0.193370807108016,nIN
LIPE,LIPE,None,0.147980823445719,nEN_1
CEACAM1,CEACAM1,None,-0.521273140949579,nIN
ETHE1,ETHE1,NeuroDisease,0.0475312421169717,nIN
XRCC1,XRCC1,NeuroDev,-0.0798821143950634,IPC
PINLYP,PINLYP,None,-0.547683916778698,MGE
IRGQ,IRGQ,None,-0.0436046009850006,IN
ZNF576,ZNF576,None,-0.0397853904264487,nEN_1
SRRM5,SRRM5,None,-0.51190633285976,nEN_1
ZNF428,ZNF428,None,0.194242758886163,IN_1
CADM4,CADM4,None,0.004420453055687,IN
PLAUR,PLAUR,None,-0.483388752143013,nEN_1
SMG9,SMG9,NeuroDisease,0.0541516921878524,IPC
ZNF283,ZNF283,GeneralTF,-0.524457860812144,nEN_1
ZNF404,ZNF404,GeneralTF,-0.643043096541473,IN
AC006213.2,AC006213.2,None,-0.645841433430716,nEN_1
AC006213.3,AC006213.3,None,-0.954348190719311,nIN_1
ZNF45,ZNF45,GeneralTF,-0.135261353671985,nIN_1
ZNF221,ZNF221,GeneralTF,-0.0175990471742116,nIN_1
ZNF155,ZNF155,GeneralTF,-0.0478508305083743,nEN_1
ZNF230,ZNF230,GeneralTF,0.156149247065979,nEN_1
ZNF222,ZNF222,GeneralTF,0.0331158707263364,nIN_1
ZNF223,ZNF223,GeneralTF,0.042885686927861,nIN_1
ZNF224,ZNF224,GeneralTF,0.0411359899677255,IN
AC021092.1,AC021092.1,None,-0.219423363727133,IN_1
ZNF234,ZNF234,GeneralTF,0.313050721438013,nIN_1
ZNF226,ZNF226,GeneralTF,-0.152402186488918,nIN_1
ZNF227,ZNF227,GeneralTF,0.128257754450863,IN
ZNF235,ZNF235,GeneralTF,-0.0197914954092015,nIN_1
ZNF112,ZNF112,GeneralTF,0.0518168921868273,nIN_1
ZNF285,ZNF285,GeneralTF,-0.112762069955767,nEN_1
ZNF180,ZNF180,GeneralTF,0.0007880753341586,IPC
AC243964.3,AC243964.3,None,0.0405268685705872,nIN_1
PVR,PVR,None,0.256382355795129,nEN_1
CEACAM19,CEACAM19,None,0.589162369858851,nIN_1
NECTIN2,NECTIN2,None,-0.227702127818712,nIN
TOMM40,TOMM40,None,-0.172772276524934,nIN_1
APOE,APOE,NeuroDev,-0.245074570268124,IN_1
CLPTM1,CLPTM1,None,0.145108116625806,IN_2
RELB,RELB,GeneralTF,-0.0269674496586627,IN_2
CLASRP,CLASRP,None,0.193188156853548,nEN_1
GEMIN7-AS1,GEMIN7-AS1,None,-0.245890805267343,nIN
GEMIN7,GEMIN7,None,-0.227936593399382,IPC
MARK4,MARK4,NeuroDev,-0.0985494848705642,nIN
PPP1R37,PPP1R37,None,0.0603263784154397,nIN
TRAPPC6A,TRAPPC6A,None,-0.434315099221457,nEN_1
ERCC2,ERCC2,NeuroDisease,0.0605746939469538,nEN
PPP1R13L,PPP1R13L,None,0.124303216246787,nIN_1
ERCC1,ERCC1,NeuroDisease,-0.117916187441589,nIN_1
FOSB,FOSB,GeneralTF,-1.13142628877433,IN
RTN2,RTN2,None,0.215362250324448,MGE
VASP,VASP,NeuroDev,-0.2029364857187,IN_2
OPA3,OPA3,None,0.0684524822376234,IN_2
EML2,EML2,None,-0.12638757453007,nIN_1
GIPR,GIPR,None,-0.0124664262323961,nIN_1
SNRPD2,SNRPD2,None,0.0215953560327477,nIN
QPCTL,QPCTL,None,0.419637733395381,nIN_1
FBXO46,FBXO46,None,0.124638922129032,IN
SIX5,SIX5,GeneralTF,-0.680343106133995,IN
DMPK,DMPK,NeuroDisease,-0.338497793825974,nIN_1
DMWD,DMWD,None,0.100108558634993,RG
SYMPK,SYMPK,None,0.0603534754037644,IPC
IRF2BP1,IRF2BP1,None,-0.0376818499494634,nIN_1
MYPOP,MYPOP,GeneralTF,-0.084257007735522,nEN_1
NOVA2,NOVA2,NeuroDisease,0.178489551719093,nIN_1
CCDC61,CCDC61,None,-0.276567919303495,IN_2
HIF3A,HIF3A,GeneralTF,-0.0056376093384207,nIN_1
PPP5C,PPP5C,NeuroDisease,-0.0007864068371624,nIN_1
CCDC8,CCDC8,None,-0.211278774737979,IN_2
PNMA8C,PNMA8C,None,0.201288375202982,nIN_1
PNMA8A,PNMA8A,None,0.127880586627672,nIN_1
CALM3,CALM3,NeuroDev,0.0972624237969842,nIN_1
DACT3,DACT3,None,0.1303769084273,nIN_1
DACT3-AS1,DACT3-AS1,None,0.115679399136307,MGE
PRKD2,PRKD2,None,-0.0570959005408462,IN
STRN4,STRN4,None,0.0460068754316311,IPC
FKRP,FKRP,NeuroDisease,0.187166170187982,nIN_1
SLC1A5,SLC1A5,None,-0.783697224639553,IN_1
AP2S1,AP2S1,NeuroDisease,0.0480094572000557,RG
ARHGAP35,ARHGAP35,NeuroDev,0.198367277823252,nIN_1
NPAS1,NPAS1,NeuroDev,-0.104699672474123,IN_2
TMEM160,TMEM160,None,-0.076176066529672,RG
ZC3H4,ZC3H4,None,0.1255234050559,IN_2
SAE1,SAE1,None,-0.0570282115611425,nEN_1
BBC3,BBC3,None,-0.179484845178623,IN_2
CCDC9,CCDC9,None,-0.291771079474259,nIN_1
INAFM1,INAFM1,None,-0.0368341821261865,MGE
DHX34,DHX34,None,-0.14087314959647,nIN
MEIS3,MEIS3,NeuroDev,0.130531705491097,MGE
SLC8A2,SLC8A2,None,0.282508288369639,RG
KPTN,KPTN,NeuroDisease,-0.0721088634595678,IN_2
NAPA-AS1,NAPA-AS1,None,-0.0530470630922041,IN_1
NAPA,NAPA,NeuroDev,0.0624976528539987,nIN_1
BICRA,BICRA,None,0.011261219911542,nIN_1
BICRA-AS1,BICRA-AS1,None,0.0537082754120592,nEN_1
NOP53,NOP53,None,-0.119015664011779,MGE
SELENOW,SELENOW,None,0.132051586959055,MGE
PLA2G4C,PLA2G4C,None,0.365947298380648,IN
LIG1,LIG1,None,0.0816433890409193,nIN_1
AC011466.3,AC011466.3,None,-0.147769350127298,IPC
ZSWIM9,ZSWIM9,None,0.277176152850524,nEN_1
CARD8,CARD8,None,-0.0951720929066182,nIN_1
ZNF114,ZNF114,GeneralTF,0.204981454103114,IN
EMP3,EMP3,None,-0.377844714508071,nIN
TMEM143,TMEM143,None,-0.274411733928701,nEN_1
KDELR1,KDELR1,None,-0.140446223409501,nIN
GRIN2D,GRIN2D,NeuroDisease,0.147286270752142,RG
GRWD1,GRWD1,None,-0.151734231658023,nEN
KCNJ14,KCNJ14,None,-0.09482790990987,nIN_1
CYTH2,CYTH2,None,-0.0071465328598642,nEN_1
LMTK3,LMTK3,None,-0.153634253292086,nIN
RPL18,RPL18,None,-0.313566352794338,MGE
SPHK2,SPHK2,NeuroDev,0.0558472808344589,IN_2
DBP,DBP,GeneralTF,-0.10580034700857,MGE
CA11,CA11,None,-0.0287488689611453,nIN_1
BCAT2,BCAT2,None,-0.0655528194142326,nIN
PPP1R15A,PPP1R15A,None,0.0887538057407184,MGE
NUCB1,NUCB1,GeneralTF,-0.177696606398652,nIN
BAX,BAX,NeuroDev,-0.201593328204455,nEN
FTL,FTL,None,-0.243964395190602,IN_2
GYS1,GYS1,None,0.0640942749234793,nIN_1
RUVBL2,RUVBL2,None,-0.14611714378558,MGE
SNRNP70,SNRNP70,GeneralTF,-0.0181559148152198,nEN_1
LIN7B,LIN7B,None,-0.0800609793968892,nIN
PPFIA3,PPFIA3,None,-0.323512218936289,nIN
SLC6A16,SLC6A16,None,-0.364793306060308,nIN_1
TEAD2,TEAD2,NeuroDev,-0.287399689662022,IN_2
PTH2,PTH2,None,-0.760997976742684,IN_2
SLC17A7,SLC17A7,NeuroDev,-0.941257300380849,IN_2
PIH1D1,PIH1D1,None,-0.148373348918019,nIN_1
ALDH16A1,ALDH16A1,None,0.114266441958984,nEN_1
RPL13A,RPL13A,None,-0.293463212661474,nIN_1
RPS11,RPS11,None,-0.281912846360384,RG
NOSIP,NOSIP,None,-0.228587238328139,MGE
PRR12,PRR12,NeuroDisease,-0.0876454204029742,nIN
RRAS,RRAS,NeuroDev,-0.701242769768524,nIN_1
SCAF1,SCAF1,None,-0.142302926625248,nEN_1
IRF3,IRF3,GeneralTF,-0.356743548251614,nIN
