IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,ITM2B,C21orf91,CRYAB,,,,TMEM67,PPP3CA,NEUROD2,NHLRC3,,,,,AL049828.1,,RAD51C,GLCCI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TBC1D4,CHODL,AP000936.1,,,,PDP1,TET2,NKIRAS2,KLHL1,,,,,KTN1-AS1,,JPT1,AC004852.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UGGT2,NCAM2,OAF,,,,RPL30,MCUB,VPS25,AL162493.1,,,,,ACTN1,,SUMO2,TMEM196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NPAS3,MRPL39,MRPL51,,,,PABPC1,ANK2,SLC25A39,DNAJC3-DT,,,,,TMEM63C,,MRPS7,NPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CGRRF1,ATP5PF,GAPDH,,,,ZNF706,AC093879.1,LINC01483,HS6ST3,,,,,IFI27L2,,SNHG16,WIPF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DHRS7,GABPA,YBX3,,,,NCALD,PDE5A,LINC00511,SOX1-OT,,,,,DLK1,,ANAPC11,GALNT17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAD51B,APP,STRAP,,,,RSPO2,PCDH10,JPT1,METTL17,,,,,TRAF3,,CENPX,SRRM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IFI27L2,USP16,SOX5,,,,EIF3E,ELF2,SUMO2,CDH24,,,,,TMEM121,,METRNL,SEMA3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANKRD9,CCT8,SINHCAF,,,,EMC2,CLGN,B3GNTL1,AP1G2,,,,,MKRN3,,TTC39C,SEMA3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MKRN3,BACH1,SLC38A2,,,,TATDN1,DCLK2,MIB1,FOXG1-AS1,,,,,GOLGA8B,,RPL17,CDK14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PWRN1,TIAM1,RPL41,,,,EFR3A,TRIM2,TTR,MIA2,,,,,AC013640.1,,CDC34,DYNC1I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC087457.1,SOD1,NACA,,,,LRRC6,TMEM131L,TPGS2,LRFN5,,,,,AC013652.1,,RPS15,DLX6-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C15orf41,URB1,CAPS2,,,,RHPN1,MARCH1,LINC01917,SLC35F4,,,,,ONECUT1,,MKNK2,DLX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC013640.1,PAXBP1,RPL6,,,,EEF1D,SCRG1,TCF4,L3HYPDH,,,,,RORA-AS1,,OAZ1,DLX5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AP4E1,GART,LHX5,,,,MFSD3,UBE2QL1,LINC01905,SGPP1,,,,,RORA,,TLE5,ACTL6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIR4713HG,SON,LHX5-AS1,,,,RPL8,SRD5A1,ZNF407,FLRT2,,,,,PDCD7,,RPL36,PRKRIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CYP19A1,DONSON,ZNF268,,,,DMRT3,CTNND2,CNN2,DGLUCY,,,,,CELF6,,NDUFA7,LRRC17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS27L,CRYZL1,SGCG,,,,DMAC1,ANKH,MKNK2,GABRG3,,,,,CRABP1,,RPS28,NAPEPLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPP25,ITSN1,MAB21L1,,,,AL596451.1,LINC02223,OAZ1,GABRG3-AS1,,,,,TMC3-AS1,,GADD45GIP1,LHFPL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC01579,ATP5PO,TPT1,,,,TTC39B,PLCXD3,HMG20B,LPCAT4,,,,,AC023034.1,,C19orf53,KMT2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC012409.2,MRPS6,PCDH9,,,,RPS6,GHR,MICOS13,IVD,,,,,AC012409.2,,MRPL34,SRPK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NR2F2-AS1,SLC5A3,PCDH9-AS2,,,,DMRTA1,NIM1K,RAB11B-AS1,CCNDBP1,,,,,NR2F2-AS1,,RPL18A,PUS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NR2F2,RCAN1,AL160254.1,,,,LINC01239,NNT-AS1,ZNF558,AC012050.1,,,,,NME3,,LSM4,LRRN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC087477.2,RUNX1,GPC6,,,,IFT74,RAB3C,EIF3G,TRPM7,,,,,TMEM219,,AC010615.2,ST7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANTKMT,DOP1B,SOX21-AS1,,,,RPP25L,RNF180,ILF3-DT,ONECUT1,,,,,VKORC1,,PDCD5,TNPO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NME3,MORC3,ABCC4,,,,STOML2,SERINC5,DNASE2,UNC13C,,,,,TPPP3,,POLR2I,PTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECI1,HLCS,GRTP1,,,,CNTNAP3,CAMK4,HOMER3,RFX7,,,,,COTL1,,SPINT2,DGKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SYT17,TTC3,RBM23,,,,CNTNAP3B,NREP,PSMD8,RORA-AS1,,,,,DOC2B,,RPS16,ZNF425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC002310.1,VPS26C,AL133166.1,,,,CARNMT1,PCDHB2,HNRNPUL1,RORA,,,,,SPNS2,,FBL,PRAG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VKORC1,DYRK1A,AL049828.2,,,,KIF27,PCDH1,C19orf81,LACTB,,,,,EIF5A,,RPS19,LINC00599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF423,KCNJ6,AL627171.2,,,,GAS1,DPYSL3,ETFB,MTFMT,,,,,ACAP1,,NOP53,PSD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TPPP3,BRWD1,OTX2,,,,STX17-AS1,JAKMIP2,RASSF2,PDCD7,,,,,FGF11,,RPL18,CSGALNACT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL13,HMGN1,SLC35F4,,,,PTGR1,GRIA1,PLCB1,IGDCC4,,,,,ATP1B2,,RPS11,DPYSL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOC2B,DSCAM,ZFP36L1,,,,DENND1A,FBLL1,CFAP61,KIF23,,,,,ARHGAP44,,PRMT1,UNC5D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EIF5A,SLC37A1,FOS,,,,LHX2,KCNIP1,SLC32A1,ADPGK,,,,,SNHG29,,C19orf81,HGSNAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM107,PDE9A,FAM181A,,,,AC006450.3,NSG2,CDH4,SH3GL3,,,,,WSB1,,RPS9,SNTG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BORCS6,NDUFV3,GLRX5,,,,RPL35,CPLX2,PSMA7,NTRK3,,,,,ALDOC,,TNNI3,C8orf34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCDC144NL,PKNOX1,TMEM121,,,,SLC2A8,CLTB,KCNQ2,MESP1,,,,,RHBDL3,,RPL28,JPH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB34,RRP1B,PWRN1,,,,RPL12,GPRIN1,PPDPF,RGS11,,,,,LHX1-DT,,NAT14,AC067773.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RHBDL3,GATD3A,GJD2,,,,SLC25A25-AS1,ELOVL2,MAPK1,PDIA2,,,,,AATF,,ZNF580,STMN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LHX1-DT,UBE2G2,AC087457.1,,,,PTGES2,PHACTR1,SMARCB1,TSC2,,,,,P3H4,,RPS5,RALYL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LHX1,SUMO3,LINC02694,,,,RPL7A,AL512380.2,CABP7,SNHG19,,,,,LINC00910,,SNRPB,RUNX1T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEPTIN4,ADARB1,RSL24D1,,,,MRPS2,SOX4,UQCR10,CCNF,,,,,MPP2,,MRPS26,TRPS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CEP112,LINC00205,PCLAF,,,,PHPT1,RIPOR2,AL024495.1,ANKS3,,,,,MAPT-AS1,,C20orf27,SAMD12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BTBD17,LSS,RPLP1,,,,SSNA1,SCGN,SEPTIN3,RSL1D1,,,,,AC015813.1,,SULF2,FBXO32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC9A3R1,MCM3AP-AS1,CRABP1,,,,VIM,PPP1R18,RRP7A,GDE1,,,,,AC007780.1,,FAM217B,MTSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H3F3B,MCM3AP,AC124068.2,,,,NEBL,USP49,TSPO,AC005632.3,,,,,SLC9A3R1,,RPS21,SCRT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIMP2,PRMT2,CIB1,,,,KIAA1217,CCND3,ANOS1,UBFD1,,,,,LGALS3BP,,GATD3B,SMARCA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC16A3,GP1BB,AC091078.1,,,,NRP1,TBCC,MID1,AC008731.1,,,,,EPB41L3,,RANBP1,JAK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB31,SEZ6L,AC110023.1,,,,TYSND1,RCAN2,UXT,AC012645.1,,,,,TMEM241,,MIF,DENND4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL17,ASPHD2,NR2F2-AS1,,,,ANAPC16,SLC25A27,SHROOM4,SALL1,,,,,ZNF521,,GRK3,RUSC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACAA2,MPPED1,SNRNP25,,,,RPS24,GSTA4,RTL8A,GFOD2,,,,,AC105114.2,,EIF3L,APBA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLI,PNPLA3,NME4,,,,FGFBP3,DST,,AC092142.1,,,,,TTR,,RPL3,RORB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOK6,ZBED1,METRN,,,,MORN4,DOP1A,,FANCA,,,,,DTNA,,RRP7A,NTRK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC119868.2,REPS2,RPS2,,,,DPCD,SNAP91,,SPIRE2,,,,,RAB27B,,TSPO,GADD45G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MBP,SCML2,AC108134.2,,,,PDCD4,CASP8AP2,,MC1R,,,,,ZNF554,,WNT7B,FGD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPX4,PCYT1B,ZNF75A,,,,EMX2OS,CD24,,SGSM2,,,,,SEMA6B,,GTPBP6,GABBR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIR7-3HG,TMEM35A,RPS15A,,,,EMX2,MICAL1,,ZNF18,,,,,ZNF558,,ACOT9,INVS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF558,CENPI,THUMPD1,,,,RAB11FIP2,FIG4,,PIGL,,,,,PDE4A,,CDK16,PLPPR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF844,UBE2A,CRNDE,,,,CASC2,CLVS2,,FLCN,,,,,ADGRL1,,RPL36A,TNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IER2,ZDHHC9,AC009053.3,,,,IFITM3,KIAA0408,,TOM1L2,,,,,OCEL1,,RPL39,GOLGA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYO9B,RAB33A,CDT1,,,,DRD4,SOGA3,,GID4,,,,,NR2F6,,RPL10,RALGPS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NR2F6,INTS6L,RPL13,,,,CD81,HIVEP2,,FOXO3B,,,,,ISYNA1,,MT-ND2,SLC27A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL18A,SLC9A6,GABARAP,,,,AC127526.2,AKAP12,,PROCA1,,,,,TMEM59L,,MT-ND5,CCDC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JUND,FHL1,EIF5A,,,,AC132192.1,SYNE1,,RUNDC3A-AS1,,,,,NR2C2AP,,,DNAJC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ISYNA1,AL683813.1,RPL26,,,,RRAS2,TMEM181,,AC008105.3,,,,,FXYD7,,,ARHGAP21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOMER3,SPANXA2-OT1,SNHG29,,,,NAV2,FAM20C,,LRRC37A,,,,,NPHS1,,,GAD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF536,UTY,LHX1-DT,,,,PRMT3,MMD2,,ARL17A,,,,,LIPE-AS1,,,PHYHIPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHST8,,LHX1,,,,SLC17A6,CCZ1,,NSF,,,,,CEACAM1,,,ANK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FBXO27,,PHB,,,,FANCF,GLCCI1,,CACNA1G,,,,,PPFIA3,,,LRRTM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL18,,TEX14,,,,GAS2,SP8,,TUBD1,,,,,SYT3,,,SLC25A16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PTH2,,AC080038.1,,,,RCN1,WIPF3,,SDK2,,,,,C19orf81,,,CCAR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF787,,MRC2,,,,LMO2,HECW1,,CHST9,,,,,PRKCG,,,ZSWIM8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRAPPC2B,,KCTD2,,,,CD82,CCM2,,DYM,,,,,TNNI3,,,ZMIZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DNMT3B,,FOXJ1,,,,TSPAN18,EGFR,,ONECUT2,,,,,SDCBP2-AS1,,,HECTD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EYA2,,SNHG16,,,,LRP4,CASTOR2,,DSEL,,,,,TFAP2C,,,CPEB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TFAP2C,,LGALS3BP,,,,C11orf49,SRRM3,,TSHZ1,,,,,CDH4,,,TBC1D12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NKAIN4,,ADCYAP1,,,,DTX4,ADAM22,,SHC2,,,,,GATD3B,,,GOLGA7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC2A4RG,,TGIF1,,,,EEF1G,DYNC1I1,,TMEM259,,,,,AF165147.1,,,NEURL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CECR2,,ZNF521,,,,UQCC3,SEM1,,ONECUT3,,,,,GRK3,,,SORCS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MRPL40,,TTR,,,,MACROD1,DLX6-AS1,,AC012615.1,,,,,MIAT,,,MXI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GRK3,,RPL17,,,,ARL2,DLX6,,STAP2,,,,,PRR5,,,HSPA12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IFT27,,RNF152,,,,CCND1,DLX5,,LDLR,,,,,WNT7B,,,ENO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL3,,AC090348.1,,,,AP002336.2,CASTOR3,,SPC24,,,,,TTC38,,,SHTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WNT7B,,AC114689.3,,,,AP002387.2,AGFG2,,CC2D1A,,,,,CELSR1,,,VAX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TBL1X,,OAZ1,,,,RPS3,ACTL6B,,AC008764.8,,,,,HDAC10,,,GRK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACOT9,,GADD45B,,,,PAK1,LHFPL3,,NR2F6,,,,,AC079142.1,,,PTPRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DYNLT3,,SLC39A3,,,,TENM4,KMT2E,,COLGALT1,,,,,LINC01456,,,ADGRA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MSN,,ZNF558,,,,CTSC,LRRN3,,SLC25A42,,,,,USP11,,,LMO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HDAC8,,NOTCH3,,,,SRSF8,DOCK4,,ZNF730,,,,,NBDY,,,ST5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PGK1,,CPAMD8,,,,SESN3,FOXP2,,ANKRD27,,,,,MTMR8,,,SBF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AKAP14,,RPL18A,,,,DYNC2H1,CCDC136,,BICRA-AS1,,,,,TAF9B,,,AC011092.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOX3,,SUGP2,,,,DDX10,TNPO3,,ZNF865,,,,,AKAP14,,,SLC1A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TTTY14,,ZNF93,,,,OAF,NRF1,,SLC24A3,,,,,LINC00894,,,LRRC4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AC008554.1,,,,ROBO3,PLXNA4,,EPB41L1,,,,,SLC6A8,,,CTNND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CHST8,,,,ATF7IP,DGKI,,DSN1,,,,,LAGE3,,,GNG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FBXO27,,,,MGST1,DENND2A,,CDH22,,,,,TTTY14,,,C11orf80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS19,,,,PLEKHA5,TCAF1,,AL109930.1,,,,,MT-ND2,,,KDM2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF404,,,,PPFIBP1,PRAG1,,GNAS,,,,,MT-ND5,,,ARRB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AC006213.3,,,,SINHCAF,TNKS,,U2AF1L5,,,,,,,,DLG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FOSB,,,,TUBA1C,LINC00599,,HSPA13,,,,,,,,DYNC2H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SIX5,,,,LETMD1,AC034111.2,,MRPL39,,,,,,,,AP002989.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPL18,,,,C12orf10,MSRA,,JAM2,,,,,,,,C11orf87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS11,,,,ATP5MC2,MTMR7,,ATP5PF,,,,,,,,DSCAML1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,C19orf81,,,,RPL41,LZTS1,,APP,,,,,,,,SORL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CLEC11A,,,,NACA,LZTS1-AS1,,AP001442.1,,,,,,,,MIR100HG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SPACA6,,,,HMGA2,SLC25A37,,CCT8,,,,,,,,UBASH3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS9,,,,HMGA2-AS1,AC120193.1,,TIAM1,,,,,,,,SCN3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ID1,,,,DYRK2,DPYSL2,,SOD1,,,,,,,,KIRREL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RBM39,,,,NAP1L1,STMN4,,SYNJ1,,,,,,,,AP001783.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MROH8,,,,SYT1,DUSP26,,PAXBP1,,,,,,,,IGSF9B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PLTP,,,,AC090709.1,HGSNAT,,C21orf62-AS1,,,,,,,,AC008115.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RTF2,,,,AC027288.3,SPIDR,,C21orf62,,,,,,,,BICD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TFAP2C,,,,LIN7A,MCM4,,IFNAR2,,,,,,,,FGD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ADAMTS1,,,,SLC6A15,SNTG1,,IFNAR1,,,,,,,,KIF21A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PSMG1,,,,CEP83,ST18,,IFNGR2,,,,,,,,CNTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COL6A1,,,,LTA4H,XKR4,,TMEM50B,,,,,,,,CCDC184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MRPL40,,,,CFAP54,AC022679.2,,GART,,,,,,,,DIP2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CDC45,,,,RMST,FAM110B,,SON,,,,,,,,ATF7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,UBE2L3,,,,SLC25A3,SLCO5A1,,DONSON,,,,,,,,AC023509.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GRK3,,,,C12orf76,AC079089.1,,ITSN1,,,,,,,,AC076968.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPL3,,,,ERP29,KCNB2,,MRPS6,,,,,,,,R3HDM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WNT7B,,,,RPL6,GDAP1,,RUNX1,,,,,,,,KIF5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PPARA,,,,DDX54,PKIA,,CHAF1B,,,,,,,,SRGAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ANOS1,,,,LHX5,ZC2HC1A,,HLCS,,,,,,,,AC020611.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MID1,,,,LHX5-AS1,STMN2,,TTC3,,,,,,,,NAV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACOT9,,,,RPLP0,ZNF704,,VPS26C,,,,,,,,AC069228.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DDX3X,,,,TPTE2,RUNX1T1,,DYRK1A,,,,,,,,TMTC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COL4A6,,,,LINC02334,CCNE2,,KCNJ6,,,,,,,,MGAT4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COL4A5,,,,DNAJC15,RIMS2,,ETS2,,,,,,,,ANKS1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SOX3,,,,EBPL,MTSS1,,BRWD1,,,,,,,,AC069437.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FLNA,,,,SERPINE3,ASAP1,,GET1,,,,,,,,ASCL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
